Transaction_ID,Vendor_Name,Award_Amount,Award_Agency,Award_Date,Award_Type,Performance_Country,Performance_State
TRX12956,Davis Group,1425158.9,Department of Energy,2021-01-13,Time-and-Materials Contract,CAN,TX
TRX12957,"Wilson, Kennedy and Reynolds",480106.82,Department of Health and Human Services,2023-07-02,Fixed-Price Contract,MEX,TX
TRX12958,"Fernandez, Williams and Mitchell",2198823.75,Department of Education,2023-10-05,Fixed-Price Contract,MEX,GA
TRX12959,"Juarez, Harrison and Jenkins",1355110.51,NASA,2024-02-14,Indefinite Delivery Contract,USA,TX
TRX12960,Peterson Inc,991948.49,Department of Education,2023-03-23,Indefinite Delivery Contract,CAN,PA
TRX12961,Cabrera-Garner,1098192.73,NASA,2022-11-02,Indefinite Delivery Contract,MEX,GA
TRX12962,"Scott, Andersen and Christensen",1721860.22,Department of Defense,2021-05-06,Fixed-Price Contract,USA,CA
TRX12963,"Robinson, Gonzales and Campbell",1331717.24,NASA,2022-01-14,Fixed-Price Contract,MEX,TX
TRX12964,"Waters, Woodward and Glover",1156416.85,Department of Agriculture,2022-07-23,Time-and-Materials Contract,USA,MI
TRX12965,Bishop-Flynn,2970881.2,Department of Health and Human Services,2023-02-08,Indefinite Delivery Contract,MEX,NC
TRX12966,"Combs, Booth and Alvarado",89482.86,NASA,2022-10-07,Indefinite Delivery Contract,CAN,GA
TRX12967,"Tran, Ayala and Bruce",2721125.95,Department of Health and Human Services,2022-04-17,Time-and-Materials Contract,MEX,TX
TRX12968,Molina Group,4800838.21,Department of Education,2022-02-05,Time-and-Materials Contract,USA,FL
TRX12969,"Thomas, Perez and Lutz",1379325.05,Department of Agriculture,2022-06-25,Time-and-Materials Contract,MEX,PA
TRX12970,Todd LLC,2995306.73,Department of Defense,2021-01-19,Time-and-Materials Contract,USA,FL
TRX12971,Greene-Garcia,2087423.44,Department of Energy,2023-09-24,Cost-Reimbursement Contract,USA,VA
TRX12972,Larson-Wright,3286928.65,Department of Transportation,2022-06-26,Cost-Reimbursement Contract,CAN,CA
TRX12973,Taylor-Richardson,3827331.66,NASA,2022-06-11,Cost-Reimbursement Contract,USA,CA
TRX12974,"Wright, Welch and Nolan",2718871.46,Department of Agriculture,2023-04-15,Fixed-Price Contract,MEX,VA
TRX12975,Nelson LLC,2047327.51,Department of Agriculture,2021-07-23,Cost-Reimbursement Contract,USA,GA
TRX12976,Salazar LLC,4338479.59,Department of Transportation,2021-12-05,Cost-Reimbursement Contract,CAN,VA
TRX12977,Campbell LLC,72412.48,Department of Agriculture,2023-05-08,Fixed-Price Contract,USA,MI
TRX12978,"Williams, Holmes and Baird",1106047.11,Department of Health and Human Services,2023-11-30,Cost-Reimbursement Contract,USA,FL
TRX12979,"Hill, Mckinney and Bates",851917.09,Department of Agriculture,2023-12-30,Time-and-Materials Contract,CAN,PA
TRX12980,"Murray, Stewart and West",3814909.94,Department of Education,2022-12-12,Indefinite Delivery Contract,USA,OH
TRX12981,"Kelley, Mcdaniel and Woods",661841.43,Department of Agriculture,2023-11-01,Indefinite Delivery Contract,CAN,PA
TRX12982,"Brown, Giles and Ramos",3788089.25,Department of Education,2022-08-10,Indefinite Delivery Contract,CAN,GA
TRX12983,Brown PLC,57645.19,NASA,2022-01-13,Indefinite Delivery Contract,USA,CA
TRX12984,Carter-Villegas,4660081.04,Department of Education,2023-05-14,Indefinite Delivery Contract,CAN,MI
TRX12985,Mcmillan-Li,3604675.68,Department of Agriculture,2022-12-29,Fixed-Price Contract,USA,OH
TRX12986,Ortiz-Wood,2087087.8,Department of Education,2021-01-21,Time-and-Materials Contract,USA,PA
TRX12987,Beck-Huang,1828513.75,NASA,2021-11-25,Cost-Reimbursement Contract,USA,GA
TRX12988,Gill PLC,4905087.83,Department of Energy,2022-05-22,Indefinite Delivery Contract,MEX,VA
TRX12989,Stevenson Ltd,2567530.55,NASA,2024-01-11,Time-and-Materials Contract,USA,PA
TRX12990,Dean-Moses,4197972.81,Department of Transportation,2023-08-02,Indefinite Delivery Contract,MEX,NC
TRX12991,Reed Ltd,1746682.97,Department of Agriculture,2021-02-14,Time-and-Materials Contract,USA,PA
TRX12992,"Gomez, Clark and Page",1099161.38,Department of Agriculture,2021-04-20,Cost-Reimbursement Contract,CAN,CA
TRX12993,Maddox PLC,3319821.9,NASA,2022-01-22,Indefinite Delivery Contract,CAN,OH
TRX12994,Harrell-Pierce,541039.51,Department of Education,2022-09-01,Indefinite Delivery Contract,CAN,NY
TRX12995,Stevens-Gonzalez,2558040.62,Department of Education,2023-10-02,Time-and-Materials Contract,CAN,PA
TRX12996,Rodgers and Sons,630764.49,Department of Agriculture,2022-12-12,Indefinite Delivery Contract,MEX,NY
TRX12997,Stein-Lee,1825314.5,Department of Agriculture,2022-08-18,Time-and-Materials Contract,MEX,GA
TRX12998,Kent-Pacheco,4042169.09,Department of Agriculture,2023-04-26,Time-and-Materials Contract,CAN,GA
TRX12999,Young Inc,1857759.43,Department of Energy,2021-05-11,Cost-Reimbursement Contract,CAN,OH
TRX13000,Joseph Ltd,306835.78,Department of Health and Human Services,2021-03-25,Fixed-Price Contract,CAN,NY
TRX13001,"Reed, Mckinney and Myers",4083228.43,Department of Energy,2022-06-01,Cost-Reimbursement Contract,CAN,MI
TRX13002,Burke Ltd,1294893.08,Department of Defense,2021-02-18,Time-and-Materials Contract,USA,GA
TRX13003,Garcia LLC,4608074.39,Department of Agriculture,2022-05-18,Time-and-Materials Contract,CAN,CA
TRX13004,Williams Group,4513382.97,Department of Education,2023-02-17,Fixed-Price Contract,CAN,NC
TRX13005,Baker Inc,566083.12,Department of Health and Human Services,2022-08-21,Indefinite Delivery Contract,MEX,GA
TRX13006,Mccullough and Sons,2949260.9,Department of Agriculture,2024-03-13,Cost-Reimbursement Contract,USA,NC
TRX13007,Hogan Group,2114735.17,Department of Education,2022-02-12,Time-and-Materials Contract,MEX,NY
TRX13008,Andrade and Sons,2810674.85,Department of Agriculture,2023-06-03,Time-and-Materials Contract,MEX,PA
TRX13009,"Anderson, Murphy and Franco",3610234.38,Department of Education,2021-09-21,Indefinite Delivery Contract,MEX,VA
TRX13010,Obrien-Murillo,126480.64,Department of Health and Human Services,2022-12-31,Time-and-Materials Contract,CAN,TX
TRX13011,"Lewis, Allen and Valdez",1247781.59,Department of Transportation,2023-08-23,Fixed-Price Contract,USA,PA
TRX13012,Baker-Reynolds,2847397.63,Department of Defense,2023-10-27,Fixed-Price Contract,MEX,CA
TRX13013,Rivera-Mills,3698812.45,NASA,2021-10-09,Fixed-Price Contract,MEX,NC
TRX13014,"Rodriguez, Dean and Brown",4965130.25,Department of Health and Human Services,2022-09-14,Indefinite Delivery Contract,MEX,GA
TRX13015,"Heath, Yoder and Shepard",3554953.0,Department of Defense,2021-11-23,Fixed-Price Contract,USA,VA
TRX13016,"Conner, Simmons and Conway",3173615.29,Department of Education,2021-02-27,Time-and-Materials Contract,CAN,NY
TRX13017,Frye-Larson,271488.38,Department of Defense,2024-01-05,Cost-Reimbursement Contract,MEX,CA
TRX13018,Meza-Carey,1789658.94,Department of Education,2023-05-21,Fixed-Price Contract,MEX,OH
TRX13019,"Reid, Stanley and Barker",2346895.92,Department of Education,2022-07-09,Cost-Reimbursement Contract,USA,CA
TRX13020,Castro PLC,1960728.17,Department of Education,2021-11-14,Time-and-Materials Contract,MEX,PA
TRX13021,Lee and Sons,3397029.43,Department of Defense,2021-03-03,Fixed-Price Contract,USA,CA
TRX13022,Pennington-Perez,3316372.02,NASA,2024-02-26,Time-and-Materials Contract,USA,MI
TRX13023,Cruz-Webb,4440430.45,Department of Defense,2024-03-26,Fixed-Price Contract,CAN,CA
TRX13024,Phelps PLC,3350014.67,Department of Defense,2021-08-11,Time-and-Materials Contract,USA,OH
TRX13025,"Cruz, Sanchez and Williams",1313424.21,Department of Transportation,2022-03-09,Cost-Reimbursement Contract,USA,VA
TRX13026,Andersen Inc,3831137.1,NASA,2023-10-30,Fixed-Price Contract,CAN,PA
TRX13027,Porter Group,262197.92,Department of Agriculture,2021-02-17,Cost-Reimbursement Contract,CAN,PA
TRX13028,"Scott, Underwood and Jackson",4295489.18,Department of Agriculture,2022-08-14,Time-and-Materials Contract,USA,OH
TRX13029,"Smith, Wilson and Sharp",48221.18,Department of Agriculture,2023-12-21,Time-and-Materials Contract,MEX,NY
TRX13030,"Wagner, Ross and Moran",3180010.86,Department of Health and Human Services,2022-11-10,Cost-Reimbursement Contract,MEX,CA
TRX13031,Guerrero Group,3152513.82,Department of Agriculture,2021-11-19,Fixed-Price Contract,USA,VA
TRX13032,Fitzgerald PLC,1976956.27,Department of Health and Human Services,2022-10-15,Time-and-Materials Contract,USA,NY
TRX13033,"Murphy, Taylor and Yates",3834150.77,NASA,2023-04-09,Cost-Reimbursement Contract,MEX,TX
TRX13034,Myers-Norman,3623926.31,Department of Defense,2022-03-05,Fixed-Price Contract,CAN,FL
TRX13035,"Reyes, Watkins and Dixon",4100259.42,Department of Transportation,2021-09-19,Fixed-Price Contract,USA,MI
TRX13036,Poole and Sons,1748263.66,Department of Defense,2023-10-30,Fixed-Price Contract,CAN,NY
TRX13037,Anderson and Sons,1262319.33,Department of Defense,2023-09-25,Time-and-Materials Contract,CAN,NY
TRX13038,"Roy, Boyle and Henry",2215108.89,Department of Education,2021-12-29,Cost-Reimbursement Contract,CAN,VA
TRX13039,Burgess Inc,2607269.49,Department of Defense,2022-01-17,Time-and-Materials Contract,MEX,CA
TRX13040,Reyes-Riggs,2952378.68,Department of Agriculture,2023-03-20,Fixed-Price Contract,CAN,OH
TRX13041,"Hall, Garcia and Bartlett",127260.18,Department of Education,2022-10-01,Indefinite Delivery Contract,USA,CA
TRX13042,Chavez-Gutierrez,4062493.53,Department of Defense,2022-12-29,Cost-Reimbursement Contract,USA,FL
TRX13043,"Jones, Palmer and Villanueva",1505622.47,Department of Health and Human Services,2023-10-01,Indefinite Delivery Contract,MEX,GA
TRX13044,Simmons and Sons,584711.66,Department of Agriculture,2024-03-08,Indefinite Delivery Contract,CAN,CA
TRX13045,Gomez Ltd,2936302.78,Department of Education,2023-02-15,Indefinite Delivery Contract,USA,NC
TRX13046,King Group,1894623.03,Department of Agriculture,2023-02-16,Time-and-Materials Contract,MEX,TX
TRX13047,Dunn LLC,3294962.76,Department of Defense,2021-04-20,Fixed-Price Contract,USA,VA
TRX13048,James-Dennis,3555058.72,Department of Transportation,2024-02-25,Cost-Reimbursement Contract,CAN,VA
TRX13049,"Bishop, Diaz and Phillips",2132945.12,Department of Agriculture,2021-02-14,Cost-Reimbursement Contract,MEX,GA
TRX13050,Williams-Alvarez,1648836.04,NASA,2022-07-01,Time-and-Materials Contract,USA,VA
TRX13051,Turner Group,1201924.75,Department of Health and Human Services,2021-03-26,Indefinite Delivery Contract,CAN,GA
TRX13052,Jimenez-Lee,3916216.26,Department of Transportation,2022-11-23,Time-and-Materials Contract,MEX,NC
TRX13053,Lewis Ltd,1064562.34,Department of Agriculture,2022-09-05,Indefinite Delivery Contract,MEX,FL
TRX13054,Huber Ltd,2623224.11,Department of Health and Human Services,2021-11-30,Fixed-Price Contract,USA,CA
TRX13055,Weiss-Palmer,3749876.48,Department of Education,2021-04-01,Time-and-Materials Contract,MEX,TX
TRX13056,Haynes Group,2397895.36,NASA,2021-07-26,Fixed-Price Contract,CAN,OH
TRX13057,Russell Ltd,3877013.91,NASA,2022-10-14,Time-and-Materials Contract,USA,VA
TRX13058,"Avery, Scott and Thornton",3444198.93,Department of Health and Human Services,2023-09-08,Time-and-Materials Contract,USA,OH
TRX13059,"Martin, Buchanan and Brown",4827296.39,NASA,2024-01-14,Indefinite Delivery Contract,MEX,NC
TRX13060,Robinson Group,28333.97,Department of Agriculture,2023-06-18,Time-and-Materials Contract,MEX,PA
TRX13061,"Bates, Simpson and Snow",3536248.45,Department of Health and Human Services,2023-02-22,Indefinite Delivery Contract,CAN,FL
TRX13062,"Green, Castaneda and Parrish",3941293.49,Department of Energy,2023-01-27,Cost-Reimbursement Contract,MEX,FL
TRX13063,"Friedman, Dennis and Young",4920823.06,Department of Energy,2021-01-14,Fixed-Price Contract,CAN,GA
TRX13064,"Jenkins, Ray and Hopkins",1187399.78,Department of Energy,2023-10-23,Time-and-Materials Contract,USA,OH
TRX13065,"Steele, Mccormick and Smith",4287852.94,Department of Education,2022-05-13,Fixed-Price Contract,USA,TX
TRX13066,Curtis PLC,713720.34,NASA,2023-06-02,Cost-Reimbursement Contract,CAN,NC
TRX13067,Floyd and Sons,3699072.38,Department of Defense,2022-12-28,Cost-Reimbursement Contract,MEX,NY
TRX13068,Snyder PLC,3707289.39,Department of Agriculture,2021-08-04,Time-and-Materials Contract,MEX,NY
TRX13069,"Bauer, Carter and Kelly",2575651.27,Department of Health and Human Services,2023-07-04,Time-and-Materials Contract,MEX,NC
TRX13070,"Erickson, Mckenzie and Hamilton",3999021.35,Department of Energy,2022-08-30,Time-and-Materials Contract,MEX,PA
TRX13071,Anderson Group,1732108.35,NASA,2023-10-08,Cost-Reimbursement Contract,USA,MI
TRX13072,Williams-Whitaker,3993716.34,Department of Energy,2022-03-05,Indefinite Delivery Contract,CAN,VA
TRX13073,Heath Group,3970770.85,Department of Transportation,2023-04-19,Fixed-Price Contract,USA,GA
TRX13074,"Goodwin, Patton and Webster",3376240.13,NASA,2022-05-16,Cost-Reimbursement Contract,USA,GA
TRX13075,"Boyd, Ferrell and Guerrero",371660.69,Department of Transportation,2023-01-27,Cost-Reimbursement Contract,MEX,NC
TRX13076,Parker Ltd,762073.17,Department of Energy,2021-08-23,Time-and-Materials Contract,CAN,GA
TRX13077,"Norton, Robinson and Lynch",4642406.23,NASA,2021-03-23,Time-and-Materials Contract,MEX,PA
TRX13078,Alvarado-Smith,430438.15,NASA,2022-04-16,Fixed-Price Contract,USA,GA
TRX13079,Johnson-Patterson,1438311.7,Department of Health and Human Services,2023-11-11,Time-and-Materials Contract,MEX,TX
TRX13080,"Reed, Smith and Duncan",198258.78,NASA,2024-02-04,Indefinite Delivery Contract,MEX,OH
TRX13081,"Allen, White and Gonzalez",4378376.01,Department of Health and Human Services,2023-12-01,Cost-Reimbursement Contract,CAN,PA
TRX13082,"Lee, Cruz and Berg",1248399.81,Department of Health and Human Services,2023-07-16,Indefinite Delivery Contract,CAN,NY
TRX13083,Abbott-Hamilton,4713540.47,Department of Agriculture,2021-05-01,Fixed-Price Contract,MEX,TX
TRX13084,Wallace Inc,2298536.89,Department of Agriculture,2022-03-02,Fixed-Price Contract,CAN,NY
TRX13085,"Krause, Wheeler and Allen",108253.67,Department of Defense,2023-11-03,Cost-Reimbursement Contract,USA,VA
TRX13086,"Erickson, Campbell and Davenport",3531156.24,Department of Defense,2024-02-19,Time-and-Materials Contract,CAN,NY
TRX13087,Brown-Torres,2774914.34,Department of Defense,2021-01-02,Indefinite Delivery Contract,MEX,PA
TRX13088,"Rivera, Rodriguez and Bartlett",1271140.15,NASA,2021-09-08,Cost-Reimbursement Contract,USA,PA
TRX13089,Crosby Group,1758913.45,Department of Agriculture,2022-11-23,Cost-Reimbursement Contract,USA,OH
TRX13090,Williams-Sanchez,2036786.88,Department of Agriculture,2023-03-09,Indefinite Delivery Contract,CAN,NC
TRX13091,Russell LLC,4994288.82,Department of Transportation,2021-07-19,Time-and-Materials Contract,CAN,NY
TRX13092,"Prince, Jordan and Chavez",427395.26,NASA,2022-03-27,Cost-Reimbursement Contract,CAN,VA
TRX13093,Rivers-Dyer,3703062.37,Department of Transportation,2022-03-02,Time-and-Materials Contract,CAN,PA
TRX13094,"Robinson, Hernandez and Walker",3418475.98,Department of Health and Human Services,2024-02-28,Fixed-Price Contract,CAN,OH
TRX13095,Garcia PLC,3718670.41,NASA,2022-06-06,Fixed-Price Contract,CAN,MI
TRX13096,Vargas-Burke,2941744.8,NASA,2021-03-10,Cost-Reimbursement Contract,MEX,TX
TRX13097,Chavez LLC,1013768.34,Department of Health and Human Services,2022-06-20,Cost-Reimbursement Contract,CAN,NY
TRX13098,Li PLC,2368901.74,Department of Education,2022-12-13,Fixed-Price Contract,USA,FL
TRX13099,Carr-Grant,4467456.63,Department of Education,2024-03-19,Indefinite Delivery Contract,MEX,VA
TRX13100,Davis Inc,4081707.47,Department of Health and Human Services,2021-02-07,Time-and-Materials Contract,USA,VA
TRX13101,Smith-Tate,2307612.74,Department of Education,2021-02-27,Fixed-Price Contract,CAN,TX
TRX13102,Smith-Copeland,341584.52,Department of Health and Human Services,2023-03-28,Time-and-Materials Contract,MEX,FL
TRX13103,"Hendricks, Jones and Anderson",3551386.43,Department of Defense,2023-03-18,Time-and-Materials Contract,USA,GA
TRX13104,"Velez, Wheeler and Clay",477818.02,Department of Health and Human Services,2023-07-19,Fixed-Price Contract,MEX,MI
TRX13105,Brown-Stevens,4391997.12,Department of Education,2023-04-05,Time-and-Materials Contract,CAN,GA
TRX13106,Kelly Ltd,75873.69,NASA,2023-05-04,Fixed-Price Contract,MEX,OH
TRX13107,Brown Ltd,3415756.7,Department of Health and Human Services,2023-01-24,Cost-Reimbursement Contract,USA,GA
TRX13108,Snyder and Sons,1287516.79,Department of Health and Human Services,2021-10-31,Fixed-Price Contract,MEX,OH
TRX13109,Garcia and Sons,4186045.07,Department of Health and Human Services,2022-01-08,Cost-Reimbursement Contract,MEX,TX
TRX13110,"Petersen, Williamson and Valdez",1524024.94,Department of Energy,2021-03-16,Indefinite Delivery Contract,USA,TX
TRX13111,"Roach, Vega and Powell",2520213.33,Department of Transportation,2022-04-06,Time-and-Materials Contract,CAN,NC
TRX13112,Perez and Sons,3195550.36,Department of Transportation,2022-01-10,Indefinite Delivery Contract,USA,VA
TRX13113,Brooks Inc,2640332.62,Department of Defense,2022-04-02,Fixed-Price Contract,USA,GA
TRX13114,Watts-Wilson,676793.32,Department of Transportation,2022-02-09,Time-and-Materials Contract,MEX,MI
TRX13115,Reyes Ltd,1364257.95,Department of Agriculture,2024-03-11,Fixed-Price Contract,MEX,NY
TRX13116,Gonzalez-Martinez,4196712.2,Department of Education,2023-02-19,Time-and-Materials Contract,MEX,MI
TRX13117,Martinez Ltd,2655750.66,Department of Education,2022-01-26,Cost-Reimbursement Contract,USA,NC
TRX13118,Walker-Jones,1887893.48,Department of Health and Human Services,2023-08-04,Cost-Reimbursement Contract,USA,OH
TRX13119,Leach-Wolfe,991024.32,Department of Health and Human Services,2023-03-04,Cost-Reimbursement Contract,MEX,MI
TRX13120,Rodriguez-Lee,4375013.92,Department of Health and Human Services,2021-12-23,Cost-Reimbursement Contract,MEX,CA
TRX13121,Jones-Bell,4963102.84,Department of Energy,2021-01-27,Fixed-Price Contract,USA,OH
TRX13122,"Davis, Bell and Anderson",364135.41,Department of Defense,2022-12-07,Fixed-Price Contract,CAN,OH
TRX13123,Collins-Hawkins,2674769.21,Department of Health and Human Services,2023-01-06,Time-and-Materials Contract,USA,NY
TRX13124,Mccoy-Turner,4282337.68,Department of Education,2023-06-24,Time-and-Materials Contract,USA,FL
TRX13125,Brown PLC,3113098.16,Department of Health and Human Services,2022-05-22,Indefinite Delivery Contract,USA,PA
TRX13126,Costa-Holt,3748534.07,Department of Education,2021-01-18,Indefinite Delivery Contract,CAN,MI
TRX13127,Thomas-Martin,2004513.27,Department of Education,2021-06-04,Fixed-Price Contract,CAN,CA
TRX13128,"Howard, Davis and Hernandez",4025740.78,Department of Agriculture,2023-09-02,Fixed-Price Contract,CAN,MI
TRX13129,"Allen, Hodge and Harris",4223753.19,Department of Defense,2021-04-16,Indefinite Delivery Contract,MEX,CA
TRX13130,Cole-Wilson,1591011.57,Department of Energy,2023-10-05,Time-and-Materials Contract,MEX,NC
